id,name,gender,age,degree,stream,college_name,placement_status,salary,gpa,years_of_experience,10th %,SSC Board,12th %,HSC Board,12th Stream,specialisation,Mtech/MS
325,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
326,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
327,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
328,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
329,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
330,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
331,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
332,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Los Angeles,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
333,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Berkeley,Placed,65000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
334,Liam Perez,Male,25,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
335,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
336,Alexander Lee,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
337,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
338,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
339,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
340,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
341,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
342,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
343,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
344,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
345,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
346,Ava Lee,Female,24,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
347,Liam Perez,Male,25,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
348,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
349,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
350,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
351,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
352,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
353,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
354,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
355,Jack Garcia,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
356,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
357,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
358,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
359,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
360,Liam Perez,Male,25,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
361,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
362,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
363,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
364,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
365,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
366,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
367,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
368,Jack Garcia,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
369,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
370,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
371,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
372,Ava Lee,Female,24,Bachelor's,Information Technology,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
373,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
374,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
375,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
376,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
377,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
378,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Virginia,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
379,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Los Angeles,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
380,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Berkeley,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
381,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
382,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
383,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
384,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
385,Ava Lee,Female,24,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
386,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
387,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
388,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
389,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
390,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
391,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
392,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
393,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
394,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
395,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
396,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
397,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
398,Ava Lee,Female,24,Bachelor's,Information Technology,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
399,Liam Perez,Male,25,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
400,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
401,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
402,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
403,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
404,Emma Martinez,Female,26,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
405,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
406,Mia Wilson,Female,23,Bachelor's,Electronics and Communication,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
407,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
408,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
409,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
410,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
411,Ava Lee,Female,24,Bachelor's,Information Technology,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
412,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
413,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
414,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
415,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
416,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
417,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
418,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
419,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
420,Jack Garcia,Male,26,Bachelor's,Information Technology,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
421,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
422,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
423,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
424,Ava Lee,Female,24,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
425,Liam Perez,Male,25,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
426,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
427,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
428,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
429,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
430,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
431,Aiden Davis,Male,24,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
432,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
433,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
434,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
435,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
436,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
437,Ava Lee,Female,24,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
438,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
439,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
440,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
441,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
442,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
443,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
444,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
445,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
446,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
447,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
448,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
449,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
450,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
451,Liam Perez,Male,25,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
452,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
453,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
454,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
455,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
456,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
457,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
458,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
459,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
460,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
461,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
462,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
463,Ava Lee,Female,24,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
464,Liam Perez,Male,25,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
465,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
466,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
467,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
468,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
469,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
